,name,geometry,boundary
100,Sector 15,"POLYGON ((76.9096825 28.3797241, 76.9098897 28.3867902, 76.919406 28.3818495, 76.9197016 28.381696, 76.9212602 28.3809188, 76.9234356 28.3798095, 76.9240718 28.3794851, 76.9196319 28.379589, 76.9096825 28.3797241))",administrative
101,Sector 9,"POLYGON ((76.8787979 28.3801257, 76.8788102 28.3813718, 76.8790219 28.3871405, 76.8934127 28.3868253, 76.8932719 28.3799132, 76.8787979 28.3801257))",administrative
102,Sector 27,"POLYGON ((77.0881372 28.4680038, 77.0917781 28.4679831, 77.0943485 28.4679685, 77.0939946 28.4675382, 77.0937545 28.4668075, 77.0939916 28.4667844, 77.0940442 28.4663887, 77.0934058 28.4664444, 77.0932537 28.4662696, 77.0931941 28.4661246, 77.0932759 28.465875, 77.0931519 28.465922, 77.0931163 28.4659355, 77.0926861 28.4648895, 77.0926349 28.464874, 77.0922661 28.4648104, 77.092486 28.4640228, 77.0931244 28.4641313, 77.0931706 28.4641467, 77.0946892 28.4635509, 77.095257 28.4631626, 77.0903326 28.4624286, 77.0903067 28.4625208, 77.0890155 28.4651366, 77.0879584 28.4677955, 77.0881372 28.4680038))",administrative
103,Sector 88A,"POLYGON ((76.9486936 28.4385007, 76.9512248 28.4386057, 76.9602483 28.4391412, 76.9602533 28.438598, 76.9605839 28.4356691, 76.9608794 28.4321442, 76.9612918 28.4299891, 76.9577517 28.4279313, 76.9566025 28.4279229, 76.9558902 28.4280186, 76.9557858 28.4280472, 76.9539776 28.4284659, 76.9498559 28.427965, 76.9485789 28.4308809, 76.9498096 28.4310229, 76.9486936 28.4385007))",administrative
104,Sector 61,"POLYGON ((77.0910767 28.4173299, 77.0937117 28.4173275, 77.0948449 28.4173265, 77.097532 28.4172746, 77.1011007 28.4182496, 77.1020214 28.4087268, 77.1023708 28.4048272, 77.1024684 28.4033269, 77.0970321 28.4027132, 77.0935022 28.4023343, 77.0923553 28.4021852, 77.092003 28.4046238, 77.0918756 28.4112549, 77.0912208 28.4131694, 77.0908692 28.4154849, 77.0910767 28.4173299))",administrative
105,Sector 58,"POLYGON ((77.1021139 28.4086456, 77.1020696 28.4091035, 77.1011878 28.418212, 77.1051935 28.4192579, 77.1093901 28.4218505, 77.1155389 28.428181, 77.1152889 28.4234414, 77.1175929 28.4167058, 77.1182005 28.4137488, 77.1112805 28.4115479, 77.1107362 28.411378, 77.1021139 28.4086456))",administrative
106,Sector 62,"POLYGON ((77.0746581 28.4122793, 77.0747173 28.4123036, 77.0795084 28.4140966, 77.0804928 28.4143783, 77.0815928 28.414693, 77.0858068 28.4158987, 77.0879396 28.416509, 77.0896436 28.4169965, 77.0910767 28.4173299, 77.0908692 28.4154849, 77.0912208 28.4131694, 77.0918756 28.4112549, 77.092003 28.4046238, 77.0923553 28.4021852, 77.0887777 28.4013048, 77.0857952 28.4006631, 77.0854609 28.4005912, 77.0847914 28.4004364, 77.0827252 28.3999536, 77.0806463 28.3994718, 77.080579 28.3994698, 77.0792652 28.4019148, 77.0788913 28.402756, 77.0746581 28.4122793))",administrative
107,Sector 66,"POLYGON ((77.0448633 28.4013433, 77.0451378 28.4013861, 77.0457015 28.401549, 77.054897 28.4049893, 77.0589847 28.406556, 77.0624837 28.400296, 77.0631054 28.3992625, 77.0639584 28.3977044, 77.0640126 28.3976108, 77.0659928 28.3939999, 77.0588143 28.3913633, 77.0536166 28.3896851, 77.0532189 28.3895651, 77.0507838 28.3887545, 77.0469032 28.3939229, 77.0463474 28.3960219, 77.0448633 28.4013433))",administrative
108,Sector 70A,"POLYGON ((77.0149239 28.3869211, 77.0153773 28.3868788, 77.0193474 28.3866459, 77.0210884 28.3865552, 77.0256108 28.3865791, 77.0262326 28.3866313, 77.0269014 28.3866874, 77.0271978 28.3867099, 77.0307603 28.3869995, 77.030235 28.3850494, 77.0296616 28.3830468, 77.0289306 28.3821744, 77.0287911 28.382017, 77.0286737 28.3818769, 77.0285297 28.3817869, 77.0283262 28.3816911, 77.0281148 28.3815934, 77.0267891 28.3812237, 77.0237175 28.3805236, 77.0212737 28.3800966, 77.0205587 28.3804099, 77.0179941 28.3814258, 77.0174616 28.3816334, 77.0169754 28.381832, 77.0165189 28.3821093, 77.0161809 28.382846, 77.0159868 28.3833053, 77.0155939 28.3842994, 77.015399 28.3854482, 77.0149239 28.3869211))",administrative
109,Sector 36,"POLYGON ((76.9790143 28.4190339, 76.9887061 28.4303221, 76.9897779 28.4297524, 76.9978002 28.4253474, 76.9991105 28.4247066, 77.0003673 28.4242183, 76.9989108 28.4214685, 76.9984455 28.420532, 76.9983796 28.4204181, 76.9980651 28.4198409, 76.997764 28.4192752, 76.9974978 28.4188105, 76.9974807 28.4188039, 76.996049 28.4162059, 76.994444 28.4129504, 76.9932792 28.410702, 76.9838638 28.4141649, 76.9790143 28.4190339))",administrative
110,Sector 65,"POLYGON ((77.0589847 28.406556, 77.0731214 28.4117043, 77.0735146 28.4118429, 77.0736191 28.4118837, 77.0746581 28.4122793, 77.0788913 28.402756, 77.0792652 28.4019148, 77.080579 28.3994698, 77.0795386 28.3991752, 77.0782193 28.398869, 77.0768351 28.3985477, 77.0711687 28.3961878, 77.0659928 28.3939999, 77.0640126 28.3976108, 77.0639584 28.3977044, 77.0631054 28.3992625, 77.0624837 28.400296, 77.0589847 28.406556))",administrative
111,Sector 37,"POLYGON ((76.9887061 28.4303221, 76.9920539 28.4346049, 76.9924683 28.4351219, 76.9927571 28.4354822, 76.9937 28.4366584, 76.9947346 28.437949, 76.9947336 28.4380677, 76.9970987 28.4410194, 76.9971713 28.4411076, 76.9995911 28.4440701, 77.0001506 28.4434109, 77.0009331 28.4425741, 77.0022039 28.4411764, 77.0060488 28.4383915, 77.0074539 28.4375406, 77.009322 28.436365, 77.0101187 28.4358808, 77.0065073 28.4315906, 77.0003673 28.4242183, 76.9991105 28.4247066, 76.9978002 28.4253474, 76.9897779 28.4297524, 76.9887061 28.4303221))",administrative
112,Sector 37A,"POLYGON ((76.9870163 28.4436303, 76.9878213 28.4440288, 76.9972285 28.4483074, 76.9982421 28.4464881, 76.9995911 28.4440701, 77.0001506 28.4434109, 76.9981861 28.4405277, 76.9970544 28.4389947, 76.9963041 28.4379538, 76.9958824 28.4374456, 76.9947336 28.4380677, 76.9947346 28.437949, 76.9899012 28.4409557, 76.9870163 28.4436303))",administrative
113,Sector 37B,"POLYGON ((76.9746821 28.4379053, 76.9755715 28.4383938, 76.9761979 28.4385266, 76.9761723 28.44003, 76.9761733 28.4420217, 76.976876 28.4424415, 76.9787608 28.4423114, 76.9789737 28.4423811, 76.9791828 28.442445, 76.9814448 28.4419255, 76.9814958 28.4418644, 76.9815458 28.4418023, 76.9817825 28.4419128, 76.9818519 28.4419306, 76.984218 28.4424744, 76.9870163 28.4436303, 76.9899012 28.4409557, 76.9947346 28.437949, 76.9947336 28.4380677, 76.9958824 28.4374456, 76.9953801 28.4367238, 76.9935686 28.4341058, 76.9929694 28.4344349, 76.9897779 28.4297524, 76.9887061 28.4303221, 76.9790143 28.4190339, 76.9762221 28.4241607, 76.974122 28.4280165, 76.9746821 28.4379053))",administrative
114,Sector 37C,"POLYGON ((76.9782526 28.451302, 76.9893295 28.4535376, 76.9937064 28.4544201, 76.9938186 28.4544427, 76.9972285 28.4483074, 76.9878213 28.4440288, 76.9870163 28.4436303, 76.984218 28.4424744, 76.9782526 28.451302))",administrative
115,Sector 37D,"POLYGON ((76.9602483 28.4391412, 76.9602428 28.4397503, 76.9602355 28.4405546, 76.9603024 28.4433543, 76.9606894 28.4463509, 76.9612774 28.4524808, 76.9623868 28.4530169, 76.9776032 28.4615642, 76.9777607 28.461455, 76.9782526 28.451302, 76.984218 28.4424744, 76.9818519 28.4419306, 76.9817825 28.4419128, 76.9815458 28.4418023, 76.9814958 28.4418644, 76.9814448 28.4419255, 76.9791828 28.442445, 76.9789737 28.4423811, 76.9787608 28.4423114, 76.976876 28.4424415, 76.9761733 28.4420217, 76.9761723 28.44003, 76.9761979 28.4385266, 76.9755715 28.4383938, 76.9746821 28.4379053, 76.965093 28.4327895, 76.964933 28.4327041, 76.9612918 28.4299891, 76.9608794 28.4321442, 76.9605839 28.4356691, 76.9602533 28.438598, 76.9602483 28.4391412))",administrative
